WLG,1991,5,1791.03
WLG,1991,6,1793.68
WLG,1991,7,1779.95
WLG,1991,8,1774.45
WLG,1991,9,1783.97
WLG,1991,10,1787.80
WLG,1991,11,1780.44
WLG,1991,12,1768.12
WLG,1992,1,1776.12
WLG,1992,2,1793.34
WLG,1992,3,1794.46
WLG,1992,4,1794.16
WLG,1992,5,1793.11
WLG,1992,6,1791.71
WLG,1992,7,1790.38
WLG,1992,8,1790.50
WLG,1992,9,1790.58
WLG,1992,10,1781.83
WLG,1992,11,1774.34
WLG,1992,12,1779.14
WLG,1993,1,1791.72
WLG,1993,2,1785.57
WLG,1993,3,1774.45
WLG,1993,4,1772.64
WLG,1993,5,1782.78
WLG,1993,6,1794.34
WLG,1993,7,1798.89
WLG,1993,8,1799.62
WLG,1993,9,1787.57
WLG,1993,10,1781.00
WLG,1993,11,1782.35
WLG,1993,12,1781.78
WLG,1994,1,1784.58
WLG,1994,2,1796.24
WLG,1994,3,1805.20
WLG,1994,4,1801.74
WLG,1994,5,1798.04
WLG,1994,6,1792.95
WLG,1994,7,1790.16
WLG,1994,8,1804.43
WLG,1994,9,1811.93
WLG,1994,10,1804.31
WLG,1994,11,1802.92
WLG,1994,12,1804.01
WLG,1995,1,1804.37
WLG,1995,2,1805.62
WLG,1995,3,1801.49
WLG,1995,4,1797.99
WLG,1995,5,1803.42
WLG,1995,6,1808.22
WLG,1995,7,1809.76
WLG,1995,8,1816.86
WLG,1995,9,1808.87
WLG,1995,10,1794.70
WLG,1995,11,1797.31
WLG,1995,12,1807.09
WLG,1996,1,1812.19
WLG,1996,2,1803.27
WLG,1996,3,1800.72
WLG,1996,4,1807.10
WLG,1996,5,1809.62
WLG,1996,6,1808.95
WLG,1996,7,1815.29
WLG,1996,8,1823.84
WLG,1996,9,1812.76
WLG,1996,10,1801.41
WLG,1996,11,1808.25
WLG,1996,12,1801.23
WLG,1997,1,1804.93
WLG,1997,2,1814.14
WLG,1997,3,1808.24
WLG,1997,4,1804.65
WLG,1997,5,1808.27
WLG,1997,6,1813.56
WLG,1997,7,1813.54
WLG,1997,8,1804.57
WLG,1997,9,1799.99
WLG,1997,10,1805.24
WLG,1997,11,1806.54
WLG,1997,12,1804.50
WLG,1998,1,1807.48
WLG,1998,2,1808.54
WLG,1998,3,1802.62
WLG,1998,4,1796.64
WLG,1998,5,1805.40
WLG,1998,6,1824.45
WLG,1998,7,1821.67
WLG,1998,8,1814.10
WLG,1998,9,1821.56
WLG,1998,10,1814.54
WLG,1998,11,1808.10
WLG,1998,12,1820.23
WLG,1999,1,1824.47
WLG,1999,2,1821.33
WLG,1999,3,1816.54
WLG,1999,4,1818.51
WLG,1999,5,1823.21
WLG,1999,6,1827.58
WLG,1999,7,1839.34
WLG,1999,8,1830.02
WLG,1999,9,1815.64
WLG,1999,10,1823.63
WLG,1999,11,1831.86
WLG,1999,12,1820.03
WLG,2000,1,1817.20
WLG,2000,2,1835.69
WLG,2000,3,1844.82
WLG,2000,4,1832.95
WLG,2000,5,1825.90
WLG,2000,6,1837.52
WLG,2000,7,1837.81
WLG,2000,8,1833.38
WLG,2000,9,1827.24
WLG,2000,10,1819.59
WLG,2000,11,1824.25
WLG,2000,12,1823.53
WLG,2001,1,1820.41
WLG,2001,2,1822.03
WLG,2001,3,1824.74
WLG,2001,4,1825.78
WLG,2001,5,1825.27
WLG,2001,6,1828.23
WLG,2001,7,1831.98
WLG,2001,8,1837.79
WLG,2001,9,1840.23
WLG,2001,10,1832.55
WLG,2001,11,1821.07
WLG,2001,12,1821.08
WLG,2002,1,1826.18
WLG,2002,2,1823.13
WLG,2002,3,1816.36
WLG,2002,4,1813.68
WLG,2002,5,1818.34
WLG,2002,6,1821.15
WLG,2002,7,1822.74
WLG,2002,8,1822.01
WLG,2002,9,1824.41
WLG,2002,10,1822.68
WLG,2002,11,1816.57
WLG,2002,12,1817.89
WLG,2003,1,1822.34
WLG,2003,2,1831.31
WLG,2003,3,1828.68
WLG,2003,4,1820.36
WLG,2003,5,1829.12
WLG,2003,6,1831.27
WLG,2003,7,1839.47
WLG,2003,8,1856.40
WLG,2003,9,1851.15
WLG,2003,10,1837.76
WLG,2003,11,1833.87
WLG,2003,12,1835.81
WLG,2004,1,1837.09
WLG,2004,2,1841.37
WLG,2004,3,1844.39
WLG,2004,4,1841.66
WLG,2004,5,1844.71
WLG,2004,6,1851.34
WLG,2004,7,1860.79
WLG,2004,8,1855.25
WLG,2004,9,1831.72
WLG,2004,10,1830.35
WLG,2004,11,1831.86
WLG,2004,12,1832.01
WLG,2005,1,1841.77
WLG,2005,2,1843.92
WLG,2005,3,1836.22
WLG,2005,4,1833.75
WLG,2005,5,1836.71
WLG,2005,6,1847.60
WLG,2005,7,1857.20
WLG,2005,8,1842.61
WLG,2005,9,1833.50
WLG,2005,10,1839.87
WLG,2005,11,1831.39
WLG,2005,12,1830.96
WLG,2006,1,1828.55
WLG,2006,2,1819.69
WLG,2006,3,1830.06
WLG,2006,4,1834.65
WLG,2006,5,1830.18
WLG,2006,6,1833.00
WLG,2006,7,1837.84
WLG,2006,8,1851.81
WLG,2006,9,1848.69
WLG,2006,10,1823.81
WLG,2006,11,1819.45
WLG,2006,12,1832.21
WLG,2007,1,1831.16
WLG,2007,2,1830.00
WLG,2007,3,1838.72
WLG,2007,4,1835.85
WLG,2007,5,1831.99
WLG,2007,6,1846.54
WLG,2007,7,1852.29
WLG,2007,8,1854.20
WLG,2007,9,1860.45
WLG,2007,10,1845.54
WLG,2007,11,1830.03
WLG,2007,12,1840.39
WLG,2008,1,1853.75
WLG,2008,2,1848.14
WLG,2008,3,1836.57
WLG,2008,4,1839.11
WLG,2008,5,1842.45
WLG,2008,6,1842.14
WLG,2008,7,1851.10
WLG,2008,8,1854.81
WLG,2008,9,1849.96
WLG,2008,10,1849.18
WLG,2008,11,1846.30
WLG,2008,12,1839.56
WLG,2009,1,1834.93
WLG,2009,2,1836.00
WLG,2009,3,1846.23
WLG,2009,4,1847.53
WLG,2009,5,1850.47
WLG,2009,6,1869.87
WLG,2009,7,1864.97
WLG,2009,8,1857.75
WLG,2009,9,1864.29
WLG,2009,10,1858.96
WLG,2009,11,1852.67
WLG,2009,12,1851.26
WLG,2010,1,1858.42
WLG,2010,2,1860.64
WLG,2010,3,1856.08
WLG,2010,4,1852.31
WLG,2010,5,1854.88
WLG,2010,6,1869.05
WLG,2010,7,1877.33
WLG,2010,8,1866.92
WLG,2010,9,1857.38
WLG,2010,10,1852.85
WLG,2010,11,1844.49
WLG,2010,12,1848.38
WLG,2011,1,1858.44
WLG,2011,2,1860.04
WLG,2011,3,1863.72
WLG,2011,4,1860.09
WLG,2011,5,1853.81
WLG,2011,6,1859.96
WLG,2011,7,1863.14
WLG,2011,8,1865.96
WLG,2011,9,1868.39
WLG,2011,10,1866.80
WLG,2011,11,1859.80
WLG,2011,12,1871.49
WLG,2012,1,1892.76
WLG,2012,2,1889.07
WLG,2012,3,1870.02
WLG,2012,4,1863.92
WLG,2012,5,1873.95
WLG,2012,6,1877.54
WLG,2012,7,1881.16
WLG,2012,8,1881.79
WLG,2012,9,1878.24
WLG,2012,10,1871.22
WLG,2012,11,1872.41
WLG,2012,12,1881.20
WLG,2013,1,1871.65
WLG,2013,2,1859.89
WLG,2013,3,1867.45
WLG,2013,4,1873.98
WLG,2013,5,1877.73
WLG,2013,6,1887.25
WLG,2013,7,1887.54
WLG,2013,8,1892.95
WLG,2013,9,1893.18
WLG,2013,10,1876.05
WLG,2013,11,1875.27
WLG,2013,12,1880.12
WLG,2014,1,1865.34
WLG,2014,2,1877.78
WLG,2014,3,1895.88
WLG,2014,4,1880.55
WLG,2014,5,1880.80
WLG,2014,6,1894.58
WLG,2014,7,1901.11
WLG,2014,8,1907.59
WLG,2014,9,1897.80
WLG,2014,10,1884.18
WLG,2014,11,1887.72
WLG,2014,12,1890.08
WLG,2015,1,1887.48
WLG,2015,2,1890.17
WLG,2015,3,1885.75
WLG,2015,4,1884.60
WLG,2015,5,1895.02
WLG,2015,6,1898.33
WLG,2015,7,1901.29
WLG,2015,8,1915.13
WLG,2015,9,1911.13
WLG,2015,10,1896.97
WLG,2015,11,1901.74
WLG,2015,12,1906.28
WLG,2016,1,1903.86
WLG,2016,2,1899.76
WLG,2016,3,1902.87
WLG,2016,4,1902.33
WLG,2016,5,1898.85
WLG,2016,6,1906.70
WLG,2016,7,1919.85
WLG,2016,8,1929.80
WLG,2016,9,1912.26
WLG,2016,10,1906.16
WLG,2016,11,1913.86
WLG,2016,12,1911.17
WLG,2017,1,1909.15
WLG,2017,2,1910.36
WLG,2017,3,1906.43
WLG,2017,4,1903.73
WLG,2017,5,1909.87
WLG,2017,6,1908.08
WLG,2017,7,1910.39
WLG,2017,8,1917.89
WLG,2017,9,1913.29
WLG,2017,10,1903.80
WLG,2017,11,1905.21
WLG,2017,12,1911.78
WLG,2018,1,1917.06
WLG,2018,2,1914.62
WLG,2018,3,1905.06
WLG,2018,4,1905.39
WLG,2018,5,1917.86
WLG,2018,6,1924.09
WLG,2018,7,1928.70
WLG,2018,8,1935.23
WLG,2018,9,1926.98
WLG,2018,10,1919.45
WLG,2018,11,1915.62
WLG,2018,12,1916.03
WLG,2019,1,1917.58
WLG,2019,2,1909.42
WLG,2019,3,1914.05
WLG,2019,4,1926.39
WLG,2019,5,1929.80
WLG,2019,6,1927.84
WLG,2019,7,1928.53
WLG,2019,8,1937.88
WLG,2019,9,1940.88
WLG,2019,10,1935.17
WLG,2019,11,1936.52
WLG,2019,12,1932.77
WLG,2020,1,1928.95
WLG,2020,2,1928.28
WLG,2020,3,1932.95
WLG,2020,4,1943.67
WLG,2020,5,1946.32
WLG,2020,6,1946.76
WLG,2020,7,1950.11
WLG,2020,8,1952.53
WLG,2020,9,1966.39
WLG,2020,10,1969.68
WLG,2020,11,1955.32
WLG,2020,12,1943.97

